City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
399,Havre-Saint-Pierre,CA,59.36,overcast clouds,50.2334,-63.5986,Auberge Niapiskau
400,Sangar,RU,64.31,overcast clouds,63.9242,127.4739,
401,Barra Do Bugres,BR,75.99,clear sky,-15.0725,-57.1811,Hotel 4AM Petrofurt
402,Sidney,AU,52.81,fog,-33.8679,151.2073,The Grace Sydney
404,Dezhou,CN,72.79,broken clouds,37.4486,116.2925,Zhongtai International Hotel
405,Dawei,MM,75.96,light rain,14.0833,98.2,Hotel Dawei
406,Cap Malheureux,MU,73.89,light rain,-19.9842,57.6142,Pereybere Hotel & Spa
408,Vincennes,FR,62.89,overcast clouds,48.85,2.4333,Aparthotel Adagio Paris Vincennes
409,Balingasay,PH,82.08,scattered clouds,16.3573,119.8564,Rock Garden Resort
410,Sioux Lookout,CA,79.18,scattered clouds,50.1001,-91.917,Knobby's Fly-In Camps
411,Dengfeng,CN,75.51,overcast clouds,34.4553,113.0281,Songshan Dihao Hotel
412,Ribeira Brava,PT,74.01,scattered clouds,32.65,-17.0667,Hotel do Campo
414,Tyup,KG,59.34,clear sky,42.7276,78.3648,"Yurtochnyy Gorodok ""Ybrayym-Nur"""
415,Glens Falls,US,86.47,broken clouds,43.3095,-73.644,Super 8 by Wyndham Queensbury Glens Falls/Lake George Area
416,Strezhevoy,RU,53.58,overcast clouds,60.7333,77.5889,Sibiryachka
417,Zyryanka,RU,51.35,few clouds,65.75,150.85,
418,Dingle,PH,76.75,broken clouds,10.9995,122.6711,SEGAYA PROPERTY
419,Gurlan,UZ,87.71,scattered clouds,41.8447,60.3919,ÒJIQ OVUL
420,Kruisfontein,ZA,62.89,clear sky,-34.0033,24.7314,Oyster Bay House Rental
421,Teberda,RU,59.04,broken clouds,43.4456,41.7448,U Ally Hotel
423,Labrea,BR,80.53,few clouds,-7.2586,-64.7981,Hotel Novo Horizonte
424,Aku,NG,74.82,overcast clouds,6.7081,7.3167,Diewa Hotel And Resort
426,Hobyo,SO,78.37,overcast clouds,5.3505,48.5268,Halane Hotel and Restaurent
427,Maracaibo,VE,89.64,clear sky,10.6317,-71.6406,Motel Aladdin
428,Akureyri,IS,66.13,clear sky,65.6835,-18.0878,Icelandair Hotel Akureyri
429,Tromso,NO,54.25,broken clouds,69.6496,18.957,"Radisson Blu Hotel, Tromsø"
430,Raga,SS,69.82,broken clouds,8.4596,25.678,
431,Alekseyevsk,RU,58.03,light rain,57.8406,108.3492,
432,Queimadas,BR,81.28,clear sky,-10.9783,-39.6264,Hotel Mandala
433,General Higinio Morinigo,PY,54.88,clear sky,-25.95,-55.9167,
434,Zhigansk,RU,61.16,overcast clouds,66.7697,123.3711,Gostinichnyy Kompleks Aylgy
435,Bundaberg,AU,63.21,broken clouds,-24.85,152.35,Takalvan Motel
436,Port Hedland,AU,69.85,clear sky,-20.3167,118.5667,The Esplanade Hotel
438,Isla Vista,US,87.28,overcast clouds,34.4133,-119.861,Best Western Plus South Coast Inn
439,Victoria,HK,85.32,overcast clouds,22.2855,114.1577,Mini Hotel Central
440,Faya,SA,71.71,scattered clouds,18.3851,42.4509,مقبرة ال مجمل
441,Manta,EC,76.78,overcast clouds,-0.95,-80.7333,Balandra Hotel
442,Sawtell,AU,57.18,light rain,-30.3833,153.1,Island Beach House Sawtell
443,Los Llanos De Aridane,ES,68.13,broken clouds,28.6585,-17.9182,Valle Aridane
444,Puerto Del Rosario,ES,71.35,few clouds,28.5004,-13.8627,Hotel JM Puerto del Rosario
446,Namatanai,PG,78.4,few clouds,-3.6667,152.4333,Seagulls Inn Namatani
447,Asau,RO,68.95,overcast clouds,46.4333,26.4,Casa Mika Ciobanus
448,Kerema,PG,76.35,broken clouds,-7.9631,145.7785,Frena Lodge
449,Batagay-Alyta,RU,57.79,overcast clouds,67.8006,130.4114,
450,Kavaratti,IN,83.03,heavy intensity rain,10.5669,72.642,Hotels in Lakshadweep Islands
451,Nizhnyaya Omka,RU,64.51,broken clouds,55.4338,74.9426,"Gostinitsa Om', Zhkkh"
452,Mwanza,TZ,71.65,few clouds,-2.5167,32.9,Gold Crest Hotel
453,Bria,CF,68.76,few clouds,6.5423,21.9863,
454,Koslan,RU,61.93,broken clouds,63.4564,48.8989,
455,Mindif,CM,76.37,moderate rain,10.3976,14.4363,
456,Baoning,CN,78.66,light rain,25.3378,110.026,
457,Ancud,CL,53.13,light rain,-41.8697,-73.8203,Hotel Arena Gruesa
458,Assiniboia,CA,89.51,clear sky,49.6334,-105.9845,Canalta Hotel Assiniboia
459,Krutikha,RU,61.79,overcast clouds,53.9599,81.2093,
460,Torbay,CA,66.88,overcast clouds,47.6666,-52.7314,Gallows Cove
461,Valea Crisului,RO,61.65,overcast clouds,45.9167,25.7667,Casa Szakács
462,Korampallam,IN,84.24,broken clouds,8.7667,78.1,Regency Tuticorin by GRT Hotels
463,Aripuana,BR,82.54,clear sky,-9.1667,-60.6333,
465,Moerai,PF,76.01,overcast clouds,-22.4333,-151.3333,Le Manotel
466,Juneau,US,60.8,overcast clouds,58.3019,-134.4197,"Baranof Downtown, Bw Signature Collection"
467,Yakeshi,CN,57.88,overcast clouds,49.2833,120.7333,Longhua Hotel
469,Benjamin Constant,BR,71.65,few clouds,-4.3831,-70.0311,CASA AVALIADA
470,Hualmay,PE,68.18,few clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
472,Petropavlovsk-Kamchatskiy,RU,50.59,clear sky,53.0452,158.6483,The Hotel Petropavlovsky
473,Kirovskiy,RU,58.19,overcast clouds,45.0917,133.5136,"Uyut, Gostinitsa"
474,Ust-Omchug,RU,70.38,broken clouds,61.15,149.6333,
475,Iqaluit,CA,53.33,broken clouds,63.7506,-68.5145,Frobisher Inn
476,Camana,PE,64.47,clear sky,-16.6228,-72.7111,Hostal Morales
478,Tiznit,MA,68.58,clear sky,29.5833,-9.5,
479,Along,IN,75.13,moderate rain,28.1667,94.7667,Hotel West
480,Belmonte,BR,77.5,clear sky,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
481,Bindura,ZW,55.53,few clouds,-17.3019,31.3306,Mayfair Lodges and Restaurant
482,Tafresh,IR,72.41,scattered clouds,34.692,50.013,هتل یاس سفید
483,Bubaque,GW,80.8,overcast clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
484,The Valley,AI,84.34,few clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
485,Conceicao Da Barra,BR,71.87,broken clouds,-18.5933,-39.7322,Cricaré Praia Hotel
486,Okhotsk,RU,60.49,scattered clouds,59.3833,143.3,
487,San Andres,CO,87.82,scattered clouds,12.5847,-81.7006,Hotel Arena Blanca
488,Baishishan,CN,62.71,overcast clouds,43.5833,127.5667,白林宾馆
489,Lixourion,GR,82.26,scattered clouds,38.2019,20.4314,Hotel Summery
490,Kieta,PG,77.76,scattered clouds,-6.2167,155.6333,Uruna Bay Retreat
491,Bandarbeyla,SO,78.78,clear sky,9.4942,50.8122,JABIR HOTEL
492,Chimbote,PE,68.31,scattered clouds,-9.0853,-78.5783,Hotel Viera Chimbote
493,Ludvika,SE,61.03,few clouds,60.1496,15.1878,Ludvika Stadshotell
494,Llano De Piedra,PA,80.44,overcast clouds,7.6667,-80.5667,
495,Pak Phanang,TH,78.89,scattered clouds,8.3511,100.202,Green Park Inn Hotel
497,Hazorasp,UZ,85.84,scattered clouds,41.3194,61.0742,Kemping wifi hotel
498,Eenhana,,62.35,overcast clouds,-17.4667,16.3333,Hotel Litu
499,Evansville,US,89.22,broken clouds,37.9748,-87.5558,Le Merigot Hotel
500,Sokoni,TZ,75.06,clear sky,-6.4333,39.55,Ujamaa Beach Resort
501,Shimoda,JP,69.91,moderate rain,34.6667,138.95,Shimoda Tokyu Hotel
502,Benguela,AO,70.81,overcast clouds,-12.5763,13.4055,Hotel Praia Morena
503,Portland,US,76.95,haze,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
504,Tavda,RU,68.68,overcast clouds,58.0425,65.2726,The hotel is number 1
505,Taunggyi,MM,63.61,overcast clouds,20.7833,97.0333,True Treasure Hotel
506,Auki,SB,76.51,few clouds,-8.7676,160.7034,Auki Motel
507,Kalmunai,LK,80.89,overcast clouds,7.4167,81.8167,VS Villa
508,Cerro Largo,BR,51.35,clear sky,-28.1486,-54.7381,Hotel Missões
510,Sens,FR,65.37,overcast clouds,48.1667,3.3333,Auberge le Rabelais
511,Jardim,BR,66.79,clear sky,-21.4803,-56.1381,Estancia Hotel - Jardim MS
512,Caconda,AO,58.21,overcast clouds,-13.7333,15.0667,
513,Uniao,BR,89.62,scattered clouds,-4.5858,-42.8642,Pousada União
514,Tondon,GN,76.1,light rain,10.3667,-13.35,
515,Makakilo City,US,82.72,clear sky,21.3469,-158.0858,Marriott's Ko Olina Beach Club
517,Ucluelet,CA,79.95,overcast clouds,48.9329,-125.5528,Black Rock Oceanfront Resort
518,Beyneu,KZ,88.75,scattered clouds,45.3167,55.2,NUR
519,Torrijos,ES,89.65,clear sky,39.9819,-4.2835,Hotel La Salve
520,San Anselmo,US,84.16,clear sky,37.9747,-122.5616,Four Points by Sheraton San Rafael Marin County
521,Pangai,TO,75.31,scattered clouds,-19.8,-174.35,Ha'apai Beach Resort
522,Byron Bay,AU,59.18,light rain,-28.65,153.6167,Backpackers Inn on the Beach
523,Burhanpur,IN,83.97,overcast clouds,21.3,76.2333,OYO 62728 Vastushilp Guest House
524,Oktyabrskiy,RU,65.53,overcast clouds,54.4815,53.471,Уязы-Тау гостиница
526,Atherton,GB,67.89,overcast clouds,53.5237,-2.4935,The Lion Inn
527,Lata,PT,71.04,overcast clouds,40.1629,-8.3327,Casa Maquia
528,Dongning,CN,61.2,overcast clouds,44.0622,131.1207,Huayu Hotel
529,Ewa Beach,US,84.15,clear sky,21.3156,-158.0072,Uncle Junior Robert
530,Naantali,FI,69.12,clear sky,60.4674,22.0243,Naantali Spa Hotel & Resort
531,Kargat,RU,60.21,overcast clouds,55.1956,80.2811,Kargat
532,Popondetta,PG,71.15,overcast clouds,-8.7537,148.2534,Timos Transit House
533,Sault Sainte Marie,CA,73.96,overcast clouds,46.5168,-84.3333,Comfort Inn
534,Vagur,FO,50.09,overcast clouds,61.4732,-6.8119,The Scouts House Camping
535,Nouadhibou,MR,69.78,sand,20.931,-17.0347,El Medina
536,Vyartsilya,RU,59.59,scattered clouds,62.1764,30.693,Erakkoranta
537,Humaita,BR,81.43,clear sky,-7.5061,-63.0208,Corrêa Hotel
538,Jiuquan,CN,70.92,overcast clouds,39.7432,98.5174,Jiuquan Hotel
539,Katsuura,JP,71.19,heavy intensity rain,35.1333,140.3,Katsuura Hotel Mikazuki
540,Kanina,CD,59.83,scattered clouds,-10.7341,25.4699,3W Hôtel-Restaurant
541,Komsomolskiy,UZ,81.32,broken clouds,40.4272,71.7189,Ikathouse
542,Griffith,US,83.14,broken clouds,41.5284,-87.4237,"Motel 6 Hammond, IN - Chicago Area"
543,Kununurra,AU,60.78,broken clouds,-15.7667,128.7333,Hotel Kununurra
544,Vondrozo,MG,57.58,few clouds,-22.8167,47.2833,
545,Jaunjelgava,LV,65.5,overcast clouds,56.6167,25.0833,Wild Duck
546,Kutum,SD,84.65,broken clouds,14.2,24.6667,Dibbo areaمنطقة دبو
547,Djambala,CG,75.6,overcast clouds,-2.5447,14.7533,Hotel Ravin D'or
549,Princeton,US,83.01,light rain,25.5384,-80.4089,American Best Inn
550,Livingstone,ZM,61.56,few clouds,-17.8419,25.8543,Gloria's Bed and Breakfast
551,Bonavista,CA,66.2,overcast clouds,48.6499,-53.1147,Abbott's Bed & Breakfast
552,Miraflores,MX,67.03,overcast clouds,19.2167,-98.8083,Hotel Mansión
553,Tiarei,PF,82.42,overcast clouds,-17.5333,-149.3333,Le Rocher de Tahiti
554,Sao Felix Do Xingu,BR,87.98,clear sky,-6.6447,-51.995,Rio Xingu Camping
555,Bulawayo,ZW,59.34,clear sky,-20.15,28.5833,4 On Housman Backpackers
556,Gat,IL,85.41,clear sky,31.61,34.7642,OlusHome
557,Yangambi,CD,70.27,light rain,0.8102,24.4336,
558,Maldonado,UY,52.23,scattered clouds,-34.6667,-54.9167,La Cimarrona
560,Suntar,RU,63.25,overcast clouds,62.1444,117.6319,Дом у Мамы
561,Santa Isabel,BR,58.71,scattered clouds,-23.3156,-46.2214,Chácara Sombra do Altíssimo
562,Urumqi,CN,74.35,clear sky,43.801,87.6005,Hua Ling Grand Hotel Urumqi
563,Vangaindrano,MG,63.97,clear sky,-23.35,47.6,Hotel Fanilo
564,Antalaha,MG,69.44,overcast clouds,-14.9003,50.2788,Hotel Vitasoa
565,Bonga,ET,57.99,overcast clouds,7.2833,36.2333,Abelena bare and restorant
566,Milkovo,RU,55.99,scattered clouds,54.7167,158.6167,"Hotel ""Geologist"""
567,Staraya Toropa,RU,60.82,clear sky,56.2801,31.6702,
568,San Ramon,US,83.59,clear sky,37.7799,-121.978,San Ramon Marriott
569,Monte Gordo,PT,76.14,clear sky,37.1819,-7.4523,Alcazar Hotel & Spa
571,San-Pedro,CI,76.32,overcast clouds,4.7485,-6.6363,Hotel Maria
572,Oytal,KZ,74.8,broken clouds,42.9057,73.2697,Sanatorium Ak-Niet
574,Roztoky,CZ,68.92,broken clouds,50.1584,14.3976,Hotel Galaxie
575,Roald,NO,68.05,clear sky,62.5833,6.1333,Flem Cabins
576,Alta Floresta,BR,82.22,clear sky,-9.8756,-56.0861,Floresta Amazonica Hotel
578,Barcelos,PT,71.92,clear sky,41.5388,-8.6151,Hotel Do Terço
579,Meulaboh,ID,76.8,overcast clouds,4.1363,96.1285,Kost Pria
581,Tattayyangarpettai,IN,83.55,overcast clouds,11.1333,78.45,
582,Jiayuguan,CN,70.86,overcast clouds,39.8167,98.3,Jiugang Hotel - Jiayuguan
584,Myanaung,MM,78.58,overcast clouds,18.2833,95.3167,Taung Hlay Khar
585,Batagay,RU,62.04,overcast clouds,67.6333,134.6333,Gostinitsa Ki'ileekh
586,Tacuarembo,UY,53.17,clear sky,-31.7333,-55.9833,Complejo San Fructuoso
587,Udachnyy,RU,61.88,overcast clouds,66.4167,112.4,Severnoye Siyaniye
589,Bac Lieu,VN,81.1,scattered clouds,9.285,105.7244,Khách sạn Sài Gòn Bạc Liêu
590,Hamilton,US,87.89,scattered clouds,39.1834,-84.5333,Six Acres Bed & Breakfast
591,Aljezur,PT,61.79,clear sky,37.3191,-8.8033,Amazigh Hostel
592,Saint-Pierre,RE,71.28,few clouds,-21.3393,55.4781,Lindsey Hôtel
593,Bambanglipuro,ID,58.6,overcast clouds,-7.95,110.2833,Puri Brata
594,Dok Kham Tai,TH,73.83,light rain,19.1624,99.9934,VC Hotel Phayao
595,Sept-Iles,CA,61.32,overcast clouds,50.2001,-66.3821,Comfort Inn
596,Sao Bento,BR,84.61,broken clouds,-6.2833,-37.75,
598,Castelbuono,IT,80.67,broken clouds,37.932,14.0886,Hotel Paradiso Delle Madonie
599,Valdivia,CL,50.09,overcast clouds,-39.8142,-73.2459,Hostal Entre Rios
600,Ashland,US,82.36,overcast clouds,40.8167,-82.2665,"Holiday Inn Express & Suites Ashland, an IHG Hotel"
602,Kysyl-Syr,RU,65.17,overcast clouds,63.8986,122.7617,
603,Mitsamiouli,KM,77.43,clear sky,-11.3847,43.2844,Foyer ADM
604,Novita,CO,80.26,overcast clouds,4.9551,-76.6053,B/ Buenos Aires Sector Las Curvitas
605,Thinadhoo,MV,82.69,light rain,0.5333,72.9333,
606,Manicore,BR,78.75,few clouds,-5.8092,-61.3003,Hotel Durval
607,Itarema,BR,81.01,overcast clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
608,Pringsewu,ID,74.03,overcast clouds,-5.3582,104.9744,Urban Style by Front One
609,Garwa,IN,87.66,overcast clouds,24.1833,83.8167,A.PS.D Utsav Garden
610,Walvis Bay,,58.08,clear sky,-22.9575,14.5053,Oyster Box Guesthouse
611,Suez,EG,81.57,clear sky,29.9737,32.5263,Green House
612,Onda,ES,75.85,scattered clouds,39.9667,-0.25,Motel Shhh
613,Palatka,US,87.03,overcast clouds,29.6486,-81.6376,"Holiday Inn Express & Suites Palatka Northwest, an IHG Hotel"
614,Gornopravdinsk,RU,61.92,few clouds,60.05,69.9,Burovik
616,San Jeronimo,PE,59.99,broken clouds,-11.9472,-75.2829,Tuki Llajta Pueblo Bonito Eco Lodge
618,Cartagena,CO,89.22,scattered clouds,10.3997,-75.5144,Hotel Colombia Real - Cartagena
619,Hegang,CN,54.37,overcast clouds,47.4,130.3667,
620,Teknaf,BD,79.18,overcast clouds,20.8624,92.3058,Forestry Guesthouse
621,Sal Rei,CV,75.76,scattered clouds,16.1833,-22.9167,Marine Club Beach Resort
623,Luanda,AO,75.2,clear sky,-8.8368,13.2343,LANDU MARINEZA LUFUANDU TONI
624,Soe,ID,60.57,broken clouds,-9.8607,124.284,Dena Hotel
625,Verkhnevilyuysk,RU,60.57,light rain,63.4453,120.3167,Gostinitsa Mila
626,Mosjoen,NO,57.72,clear sky,65.836,13.1908,Fru Haugans Hotel
627,Mujiayingzi,CN,64.92,clear sky,42.1167,118.7833,Jinjiang Hotel
628,The Pas,CA,84.22,clear sky,53.8251,-101.2541,Wescana Inn
629,Eureka,US,79.66,broken clouds,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
630,Mahanje,TZ,60.76,scattered clouds,-9.9333,35.3333,
631,Beneditinos,BR,88.93,broken clouds,-5.45,-42.3667,Pousada e Churrascaria Cabo Miguel
632,Ghanzi,BW,61.57,overcast clouds,-21.5667,21.7833,Ghanzi Farmhouse
633,Simga,IN,86.52,overcast clouds,21.6333,81.7,OM Hotel & Sweet
634,Fujin,CN,56.07,moderate rain,47.26,132.0322,Xilong Hotel Fujin Shop
636,Norton Shores,US,84.11,scattered clouds,43.1689,-86.2639,Hampton Inn Muskegon
637,Batticaloa,LK,82.65,light rain,7.7102,81.6924,Grand Star Guest House
638,Wanning,CN,81.21,overcast clouds,18.8003,110.3967,Paradise Hotel
640,Port-Gentil,GA,76.96,few clouds,-0.7193,8.7815,Fengshui Residence
641,Watsa,CD,61.61,light rain,3.0372,29.5355,Hôtel Le Pacifique
642,Pacific Grove,US,82.29,overcast clouds,36.6177,-121.9166,Lovers Point Inn
643,Rafai,CF,69.04,broken clouds,4.95,23.9167,
644,Tual,ID,80.42,few clouds,-5.6667,132.75,Grand Vilia Hotel
645,Hambantota,LK,80.29,overcast clouds,6.1241,81.1185,Bungalow 63
646,Khani,GE,67.57,overcast clouds,41.9563,42.9566,კურორტი ზეკარი/Resort Zekari
647,Kabo,CF,72.34,light rain,7.6994,18.629,
648,Vilaka,LV,63.12,clear sky,57.1846,27.6722,Million Star Hotel
649,Oktyabrskoye,RU,66.34,overcast clouds,43.0645,44.7417,Prolesok Mini-hotel
650,Clinton,US,84.27,broken clouds,42.587,-82.9199,Hampton Inn Detroit/Roseville
651,Kabanjahe,ID,63.36,broken clouds,3.1001,98.4908,Kos-Kosan wanita muslim bagoes kabanjahe
652,Maroantsetra,MG,70.16,light rain,-15.4333,49.7333,Annexe Vatsy Hôtel
653,Mana,GF,81.84,few clouds,5.6592,-53.7767,LE SAMANA
654,Carmen,MX,86.79,overcast clouds,18.6333,-91.8333,Hotel Lossandes
656,Harrison,US,89.35,scattered clouds,30.4091,-89.0436,Residence Inn by Marriott Gulfport-Biloxi Airport
657,Techiman,GH,71.17,light rain,7.5862,-1.9414,KONTINENTAL LODGE
658,Mussomeli,IT,76.46,broken clouds,37.5778,13.7513,Luna d'Arte
659,Ostersund,SE,61.25,overcast clouds,63.1792,14.6357,Best Western Hotel Gamla Teatern
660,Sohagpur,IN,82.65,light rain,22.7,78.2,Hotel Vatika Inn- A unit of Hotel Ramayan
661,Kaoma,ZM,58.44,scattered clouds,-14.7833,24.8,KAOMA AIRPORT
662,Kupang,ID,73.02,overcast clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
663,Ilo,PE,61.66,overcast clouds,-17.6394,-71.3375,Torreblanca Hotel
666,Maravilha,BR,51.8,clear sky,-26.7608,-53.1725,Maravilha Palace Hotel
667,Saint-Francois,FR,62.19,broken clouds,46.4154,3.9054,Manoir Du Bonheur
668,Antofagasta,CL,60.08,clear sky,-23.65,-70.4,"Holiday Inn Express Antofagasta, an IHG Hotel"
669,Constantine,DZ,78.21,broken clouds,36.365,6.6147,Grand Hotel Cirta
670,Koumac,NC,67.69,broken clouds,-20.5667,164.2833,Le Monitel
671,Broken Hill,AU,51.51,broken clouds,-31.95,141.4333,Royal Exchange Hotel
672,Mwene-Ditu,CD,72.14,scattered clouds,-7.0,23.45,Hôtel Kamas
673,Makokou,GA,71.96,overcast clouds,0.5738,12.8642,WAMY RESIDENCE HOTEL
675,Svetlogorsk,BY,65.64,clear sky,52.6333,29.7333,Hotel Svetlogorsk JBIK
676,Saryozek,KZ,63.3,few clouds,44.3583,77.9753,Gostinitsa
677,Beberibe,BR,84.24,overcast clouds,-4.1797,-38.1306,Villa Arte Pousada Morro Branco
678,Port Macquarie,AU,52.9,overcast clouds,-31.4333,152.9167,Rydges Port Macquarie
679,Fonte Boa,BR,80.91,clear sky,-2.4959,-66.2662,
